Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:6epn3r7S14KUqlReYr77hA,"Baby","My World 2.0","Justin Bieber;Ludacris",2010-01-01,214240,85,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"southern hip hop","RBMG/Def Jam",0.728,0.859,5,-5.237,0,0.137,0.0401,0,0.111,0.535,65.043,4
spotify:track:0TvQLMecTE8utzoNmvXRbK,"Bad Blood","1989","Taylor Swift",2014-01-01,211933,73,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Taylor Swift",0.652,0.802,7,-6.114,1,0.181,0.0871,0.00000645,0.148,0.295,170.157,4
spotify:track:2FCXQHugkoHE1K3tiDu8pu,"Agar Tum Saath Ho (From ""Tamasha"")","Love Forever With Arijit Singh","Alka Yagnik;Arijit Singh",2017-06-07,341054,72,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop,desi,bangla pop","T-Series",0.562,0.519,3,-8.744,1,0.0326,0.557,0.000268,0.172,0.415,122.925,4
spotify:track:5WUSD3xrn6lDBkYKNoC5V4,"Counting Stars - 2023 Version","Counting Stars (2023 Version)","OneRepublic",2023-09-15,231875,47,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"soft pop","Mosley Music/Interscope Records",0.645,0.572,1,-6.625,0,0.04,0.327,0,0.0698,0.349,121.987,4
spotify:track:5bQ6oDLqvw8tywmnSmwEyL,"Apna Bana Le","Bhediya (Original Motion Picture Soundtrack)","Sachin-Jigar;Arijit Singh;Amitabh Bhattacharya",2022-11-22,261702,81,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"gujarati pop,bollywood,hindi pop,desi,gujarati garba,bangla pop","Zee Music Company",0.586,0.562,9,-7.399,1,0.0267,0.803,0.00000552,0.063,0.436,93.982,4
spotify:track:6GZIAVSu0YXF7FYzyRl1MP,"Tere Vaaste (From ""Zara Hatke Zara Bachke"")","Zara Hatke Zara Bachke","Sachin-Jigar;Varun Jain;Shadab Faridi;Altamash Faridi;Amitabh Bhattacharya",2023-08-25,189136,56,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"gujarati pop,bollywood,hindi pop,desi,gujarati garba,desi pop,sufi","Saregama India Ltd",0.762,0.717,7,-8.316,0,0.0372,0.315,0.0000187,0.0914,0.958,109.996,4
spotify:track:2hrUO4drrO63i7FYbCLBl2,"Rockabye (feat. Sean Paul & Anne-Marie)","What Is Love? (Deluxe Edition)","Clean Bandit;Anne-Marie;Sean Paul",2018-11-30,251173,82,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"dancehall","Atlantic Records UK",0.717,0.73,9,-4.729,0,0.0568,0.383,0,0.398,0.792,102.002,4
spotify:track:5djZm1zFGcJUSUqbBjrAZH,"O Saki Saki (From ""Batla House"")","Mesmeric Voice - Tulsi Kumar","Neha Kakkar;Tulsi Kumar;B Praak",2019-08-16,191089,50,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop,desi,desi pop,gujarati garba","T-Series",0.737,0.961,10,-0.155,0,0.0747,0.163,0,0.361,0.567,108.014,4
spotify:track:0tgVpDi06FyKpA1z0VMD4v,"Perfect","÷ (Deluxe)","Ed Sheeran",2017-03-03,263400,89,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"soft pop","Atlantic Records UK",0.599,0.448,8,-6.312,1,0.0232,0.163,0,0.106,0.168,95.05,3
spotify:track:4L8sBaAooAZpuYyDZTsxIe,"One Kiss X I Was Never There","One Kiss X I Was Never There","Farizki",2020-05-01,171305,56,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","MUSICPEDIA",0.662,0.672,11,-5.189,0,0.0435,0.0953,0.000192,0.1,0.443,124.014,4
spotify:track:228BxWXUYQPJrJYHDLOHkj,"Gasolina","Barrio Fino (Bonus Track Version)","Daddy Yankee",2004-07-13,192600,12,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"reggaeton,latin","Gasolina Recording Co.",0.852,0.797,0,-6.543,1,0.0614,0.322,0.00000269,0.0845,0.741,96.008,4
spotify:track:4eu27jAU2bbnyHUC3G75U8,"Badtameez Dil","Yeh Jawaani Hai Deewani","Pritam;Benny Dayal;Shefali Alvares;Amitabh Bhattacharya",2013-03-30,252760,71,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop,desi","T-Series",0.806,0.932,2,-2.228,0,0.0684,0.24,0,0.216,0.792,106.021,4
spotify:track:5orNEFkFG4RP24goF02AuD,"Kashmir Main Tu Kanyakumari","Chennai Express","Vishal-Shekhar;Sunidhi Chauhan;Arijit Singh;Neeti Mohan",2013-07-03,307627,64,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,desi,hindi pop,bangla pop","T-Series",0.84,0.743,0,-7.66,1,0.0599,0.0307,0.000161,0.421,0.826,106.996,4
spotify:track:1zB4vmk8tFRmM9UULNzbLB,"Thunder","Evolve","Imagine Dragons",2017-06-23,187146,86,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Kid Ina Korner / Interscope",0.604,0.822,0,-4.833,1,0.0438,0.00672,0.134,0.147,0.288,167.997,4
spotify:track:4FcknXDJ8yW2QYUl0cm6uJ,"Bewafa","Bewafa","Imran Khan",2009-07-27,224853,1,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bhangra,desi,desi hip hop,punjabi pop,punjabi hip hop","Prestige Records",0.704,0.563,4,-4.739,0,0.0297,0.594,0,0.133,0.0739,94.037,4
spotify:track:1QbftLk2fmvtjmQ6DTvbAB,"Rooh","Rooh","Tej Gill",2016-04-28,208577,26,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"punjabi pop","Moviebox Birmingham Limited",0.584,0.787,1,-4.247,0,0.0308,0.0986,0,0.0706,0.481,90.072,4
spotify:track:0CVfovmUv7BnemOyTtOcbL,"Sanam Re","Sanam Re","Mithoon;Arijit Singh",2016-01-04,308714,73,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop,desi,bangla pop","T-Series",0.581,0.71,7,-4.961,0,0.0374,0.395,0,0.137,0.755,111.969,4
spotify:track:7ttlemwytO21npSmLKqTBg,"Aashiyan","Barfi! (Original Motion Picture Soundtrack)","Pritam;Shreya Ghoshal;Nikhil Paul George",2012-06-24,236373,57,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop,desi,kannada pop,marathi pop,bangla pop","UTV",0.829,0.622,10,-7.293,1,0.0518,0.293,0.0000028,0.167,0.775,131.971,4
spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,"Closer","Closer","The Chainsmokers;Halsey",2016-07-29,244960,89,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Disruptor Records/Columbia",0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,4
spotify:track:06hsdMbBxWGqBO0TV0Zrkf,"Cotton Eye Joe","Sex & Violins","Rednex",1994-08-12,194000,74,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Muunshine Muusic",0.729,0.936,9,-7.536,1,0.0776,0.0129,0.000892,0.0367,0.598,131.986,4
spotify:track:4OMJGnvZfDvsePyCwRGO7X,"Houdini","Houdini","Dua Lipa",2023-11-09,185917,10,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"pop","Warner Records",0.744,0.789,9,-4.876,0,0.059,0.0036,0.00144,0.0947,0.866,116.985,4
spotify:track:1vYXt7VSjH9JIM5oRRo7vA,"Dance The Night - From Barbie The Album","Dance The Night (From Barbie The Album)","Dua Lipa",2023-05-25,176579,80,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"pop","Atlantic Records",0.671,0.845,11,-4.93,0,0.048,0.0207,0,0.329,0.775,110.056,4
spotify:track:2qxmye6gAegTMjLKEBoR3d,"Let Me Down Slowly","Narrated For You","Alec Benjamin",2018-11-16,169353,83,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","2018",0.652,0.557,1,-5.714,0,0.0318,0.74,0,0.124,0.483,150.073,4
spotify:track:2hRqBanqVnmBk0iawIXctl,"Baaki Sab First Class Hai","Jai Ho","Wajid",2013-12-20,284583,29,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,desi","T-Series",0.784,0.945,0,-5.432,1,0.176,0.0664,0,0.317,0.516,120.02,4
spotify:track:6HGoVbCUr63SgU3TjxEVj6,"Satisfya","Satisfya","Imran Khan",2013-05-09,180056,26,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bhangra,desi,desi hip hop,punjabi pop,punjabi hip hop","Ik Records",0.726,0.652,1,-7.764,0,0.11,0.00451,0.0000332,0.226,0.803,163.879,4
spotify:track:4uUG5RXrOk84mYEfFvj3cK,"I'm Good (Blue)","I'm Good (Blue)","David Guetta;Bebe Rexha",2022-08-26,175238,86,true,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"edm","Parlophone UK",0.561,0.965,7,-3.673,0,0.0343,0.00383,0.00000707,0.371,0.304,128.04,4
spotify:track:20I6sIOMTCkB6w7ryavxtO,"Call Me Maybe","Kiss","Carly Rae Jepsen",2012-01-01,193400,84,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Silent Records IGA",0.782,0.58,7,-6.548,1,0.0407,0.0114,0.00000228,0.108,0.66,120.021,4
spotify:track:4JBq3qXENHuALUXBGt1ey7,"Call Me Maybe (Sped Up) - Hey I Just Met You","Call Me Maybe (Sped Up) - Hey I Just Met You","Hiko",2022-07-21,164571,0,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","302 Records",0.714,0.605,10,-6.63,1,0.25,0.285,0,0.279,0.526,139.961,4
spotify:track:1418IuVKQPTYqt7QNJ9RXN,"Maan Meri Jaan","Champagne Talk","King",2022-09-13,194653,70,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"desi hip hop,hindi hip hop,desi pop,hindi pop,hindi indie","Warner Music India",0.698,0.505,6,-8.242,0,0.0356,0.354,0,0.0995,0.396,95.868,4
spotify:track:1OOtq8tRnDM8kG2gqUPjAj,"Beat It","Thriller 25 Super Deluxe Edition","Michael Jackson",2008-02-08,258040,76,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Epic/Legacy",0.776,0.867,3,-3.704,0,0.0479,0.0495,0.00000792,0.197,0.918,138.827,4
spotify:track:4PJEK76V3A1S0XzZJuTWh7,"Love Is A Long Road","Full Moon Fever","Tom Petty",1989-01-01,247600,67,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"classic rock","Tom Petty P&D",0.64,0.622,4,-10.851,1,0.0316,0.0303,0.0000763,0.0866,0.496,116.334,4
spotify:track:1m2vXXjxrdYRoaVw5hfMhX,"First Class (Kalank)","First Class (Kalank)","Pritam;Arijit Singh;Neeti Mohan",2019-03-22,276959,54,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop,desi,bangla pop","Zee Music Company",0.47,0.96,1,-3.671,0,0.295,0.449,0,0.354,0.74,136.306,3
spotify:track:2qJAzSE6uC94oH2NRoPrGl,"London Thumakda","Queen","Labh Janjua;Sonu Kakkar;Neha Kakkar",2014-02-04,230468,64,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,desi,bhangra,hindi pop,desi pop,gujarati garba","T-Series",0.835,0.718,0,-6.614,1,0.0818,0.363,0.000919,0.0625,0.64,139.964,4
spotify:track:6mdLX10dvBb7rGYbMXpKzz,"Kala Chashma","Baar Baar Dekho (Original Motion Picture Soundtrack)","Prem & Hardeep;Amar Arshi;Badshah;Neha Kakkar;Indeep Bakshi;Amrik Singh",2016-08-04,187006,65,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,desi pop,desi,bhangra,desi hip hop,hindi pop,hindi hip hop,gujarati garba","Zee Music Company",0.801,0.856,0,-4.233,1,0.065,0.0984,0.0000724,0.228,0.919,106.029,4
spotify:track:7hNYvX0qAKrxtVr1jGDmvR,"Gallan Goodiyaan","Dil Dhadakne Do","Yashita Sharma;Manish Kumar Tipu;Farhan Akhtar;Shankar Mahadevan;Sukhwinder Singh",2015-05-02,296500,69,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"gujarati pop,bollywood,desi,hindi pop,marathi pop,devotional,bhajan,tamil dance","T-Series",0.83,0.858,6,-3.18,0,0.0554,0.134,0.0000172,0.0567,0.949,119.974,4
spotify:track:4eBvRhTJ2AcxCsbfTUjoRp,"Cheques","Still Rollin","Shubh",2023-05-19,183756,76,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"punjabi hip hop,punjabi pop,desi hip hop,hindi hip hop,desi","SHUBH",0.742,0.627,4,-8.939,0,0.0533,0.262,0.0000123,0.269,0.356,89.998,4
spotify:track:5ZLkihi6DVsHwDL3B8ym1t,"One Love","One Love","Shubh",2023-08-18,159222,76,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"punjabi hip hop,punjabi pop,desi hip hop,hindi hip hop,desi","SHUBH",0.848,0.512,7,-7.757,1,0.118,0.284,0.00645,0.101,0.881,144.926,4
spotify:track:08Isz2ETWSBhvIl8UpKYsp,"No Love","No Love","Shubh",2022-02-22,170387,71,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"punjabi hip hop,punjabi pop,desi hip hop,hindi hip hop,desi","SHUBH",0.768,0.487,4,-8.936,0,0.0431,0.24,0,0.175,0.722,137.034,4
spotify:track:42TMa2hgBNjte4uV7jNCnQ,"Baller","Baller","Shubh;Ikky",2022-09-09,148188,66,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"punjabi hip hop,punjabi pop,desi hip hop,hindi hip hop,desi,bhangra","SHUBH",0.711,0.702,5,-10.048,1,0.233,0.00487,0.0163,0.0932,0.674,180.219,4
spotify:track:2AilvPt1AQ8PixlCKqkjfj,"Elevated","Elevated","Shubh",2021-10-22,200658,70,true,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"punjabi hip hop,punjabi pop,desi hip hop,hindi hip hop,desi","SHUBH",0.828,0.533,6,-5.779,0,0.091,0.214,0.000028,0.307,0.605,93.021,4
spotify:track:5EYZZvmNAH5VZCwuzYJqoA,"Chand Sifarish","Fanaa","Jatin-Lalit;Shaan;Kailash Kher;Prasoon Joshi",2006-04-12,275931,73,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop,desi,desi pop,bangla pop,sufi,bhajan,qawwali","YRF Music",0.829,0.665,2,-8.128,1,0.0868,0.242,0.0000175,0.123,0.861,122.043,4
spotify:track:0iXLwnLmLwn9y54JtBTNxY,"Main Agar Kahoon","Om Shanti Om","Sonu Nigam;Shreya Ghoshal;Vishal-Shekhar;Javed Akhtar",2007-09-18,308158,68,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"kannada pop,bollywood,sandalwood,hindi pop,desi,marathi pop,bangla pop","T-Series",0.533,0.436,5,-7.521,0,0.0276,0.234,0.00000317,0.46,0.371,146.868,3
spotify:track:2MvCNH9ua0CeOgUQfZf56z,"Guzarish","Ghajini","A.R. Rahman;Javed Ali;Prasoon Joshi",2008-11-25,327029,73,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"tamil pop,kollywood,bollywood,sufi,hindi pop,qawwali,desi,desi pop","T-Series",0.595,0.624,9,-10.943,0,0.0603,0.0925,0,0.114,0.647,170.001,4
spotify:track:2UKK9UEbKlykbmLVP1zWIQ,"Haule Haule","Rab Ne Bana Di Jodi","Salim–Sulaiman;Sukhwinder Singh;Jaideep Sahni",2008-11-06,263967,70,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,sufi,desi,hindi pop,qawwali","YRF Music",0.712,0.776,5,-7.424,0,0.213,0.541,0.00000217,0.0896,0.96,89.934,4
spotify:track:5EqggGHTuqiUfruO2gMHhI,"Dance Pe Chance","Rab Ne Bana Di Jodi","Salim–Sulaiman;Sunidhi Chauhan;Labh Janjua;Jaideep Sahni",2008-11-06,261015,62,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,sufi,desi,hindi pop,qawwali,bhangra","YRF Music",0.884,0.893,5,-6.141,0,0.162,0.138,0.000922,0.0614,0.937,128.024,4
spotify:track:7emLx4rVwr0tPyjktu7A7U,"Deewangi Deewangi","Om Shanti Om","Shaan;Udit Narayan;Shreya Ghoshal;Sunidhi Chauhan;Rahul Saxena;Vishal-Shekhar;Javed Akhtar",2007-09-18,352388,62,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop,desi,desi pop,bangla pop,kannada pop,marathi pop","T-Series",0.725,0.918,9,-4.875,1,0.0447,0.0289,0.00000513,0.602,0.927,107.975,4
spotify:track:56zZ48jdyY2oDXHVnwg5Di,"Tum Hi Ho","Aashiqui 2","Arijit Singh;Mithoon",2013-04-06,261974,78,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"hindi pop,bollywood,desi,bangla pop","T-Series",0.529,0.451,5,-6.25,0,0.025,0.788,0,0.122,0.309,94.054,4
spotify:track:6UgcN95w7vQxkR8sEFmwHG,"Chahun Main Ya Naa","Aashiqui 2","Palak Muchhal;Arijit Singh;Jeet Gannguli;Irshad Kamil",2013-04-06,304899,73,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop,gujarati garba,desi,bangla pop","T-Series",0.644,0.517,9,-6.707,0,0.0273,0.521,0.00000327,0.0905,0.259,106.906,4
spotify:track:55eUtE9v3uatR0y0NijM6N,"Hum Mar Jayenge","Aashiqui 2","Tulsi Kumar;Arijit Singh;Jeet Gannguli;Irshad Kamil",2013-04-06,306511,65,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop,desi,bangla pop","T-Series",0.566,0.508,9,-7.549,1,0.0333,0.737,0,0.103,0.684,86.03,4
spotify:track:06zJUeKU5KFy50Cho6pDcr,"Aasan Nahin Yahan","Aashiqui 2","Arijit Singh;Jeet Gannguli;Irshad Kamil",2013-04-06,214470,70,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"hindi pop,bollywood,desi,bangla pop","T-Series",0.548,0.437,10,-7.169,0,0.0263,0.766,0.000405,0.133,0.235,93.98,4
spotify:track:2iGnFW7m517taq3AJIE6DK,"Milne Hai Mujhse Aayi","Aashiqui 2","Arijit Singh;Jeet Gannguli;Irshad Kamil",2013-04-06,295798,69,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"hindi pop,bollywood,desi,bangla pop","T-Series",0.517,0.707,11,-5.467,0,0.0427,0.0357,0,0.134,0.309,143.776,4
spotify:track:32VAw8DL9ixX5XSW2VLcZ4,"Aam Jahe Munde","Aam Jahe Munde","Parmish Verma;PARDHAAN;Desi Crew",2020-05-02,207838,69,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"punjabi pop,punjabi hip hop,bhangra,desi hip hop,haryanvi pop","Parmish Verma Films",0.876,0.575,8,-6.044,0,0.135,0.308,0,0.214,0.716,91.989,4
spotify:track:6WzRpISELf3YglGAh7TXcG,"Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series)","Popular (Music from the HBO Original Series)","The Weeknd;Playboi Carti;Madonna",2023-06-02,215466,83,true,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"rage rap","XO / Republic Records",0.854,0.674,1,-6.23,1,0.184,0.0517,0.0000853,0.509,0.848,99.022,4
spotify:track:65YsalQBmQCzIPaay72CzQ,"Diamonds","Diamonds","Rihanna",2012-01-01,225200,64,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Def Jam Recordings",0.554,0.669,11,-6.041,0,0.0426,0.00108,0,0.138,0.405,91.993,4
spotify:track:2qSkIjg1o9h3YT9RAgYN75,"Espresso","Espresso","Sabrina Carpenter",2024-04-12,175459,85,true,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"pop","Island Records",0.701,0.76,0,-5.478,1,0.0285,0.107,0.0000654,0.185,0.69,103.969,4
spotify:track:5xvUgoVED1F4mBu8FL0HaW,"Ready or Not","Hello My Name Is...","Bridgit Mendler",2012-01-01,200946,71,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Hollywood Records",0.715,0.872,2,-3.835,1,0.0509,0.00351,0.0000384,0.107,0.748,93.043,4
spotify:track:4ZVfIGaZP93t0stmBj4FqA,"Teri Yaadon Mein","The Killer","KK;Shreya Ghoshal",2006-06-15,287213,67,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop,desi,kannada pop,marathi pop,bangla pop","T-Series",0.576,0.735,11,-5.811,0,0.0352,0.0233,0.00118,0.188,0.301,105.058,4
spotify:track:3E35hxBn01g6suPs4inuMf,"Lean On","Teen Spirit (Original Motion Picture Soundtrack)","Major Lazer;DJ Snake;MØ",2019-04-05,178426,47,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"moombahton","UMGRI Interscope",0.73,0.714,7,-6.237,0,0.0574,0.00366,0.000736,0.244,0.296,98.013,4
spotify:track:0TL0LFcwIBF5eX7arDIKxY,"Husn","Husn","Anuv Jain",2023-12-01,217894,78,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"indian indie,hindi indie,hindi pop","Universal Music India Pvt. Ltd. (on behalf of Anuv Jain)",0.527,0.376,5,-9.974,1,0.0298,0.682,0,0.142,0.24,151.928,4
spotify:track:0eCajpR75pDW0r64U6hP2x,"Jo Tum Mere Ho","Jo Tum Mere Ho","Anuv Jain",2024-08-02,251813,82,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"indian indie,hindi indie,hindi pop","Universal Music India Pvt. Ltd. (on behalf of Anuv Jain)",0.46,0.302,1,-12.934,0,0.0398,0.661,0,0.293,0.176,123.871,5
spotify:track:5TbzAWWc5eJaANpA9kfGCd,"Love Me Again","Tribute","John Newman",2013-01-01,239894,81,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Universal-Island Records Ltd.",0.495,0.894,2,-4.814,0,0.0441,0.00453,0.000596,0.103,0.213,126.03,4
spotify:track:3zHq9ouUJQFQRf3cm1rRLu,"Love Me Like You Do - From ""Fifty Shades Of Grey""","Delirium (Deluxe)","Ellie Goulding",2015-11-06,252534,80,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Polydor Records",0.262,0.606,8,-6.646,1,0.0484,0.247,0,0.125,0.275,189.857,4
spotify:track:60FMRlhIQBSUlejDyPRKAU,"Cheri Cheri Lady","L'Essentiel","Modern Talking",2002-05-28,226133,54,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"europop,italo disco,eurodance","Vogue",0.418,0.924,7,-3.385,0,0.0384,0.377,0.00157,0.331,0.847,111.441,4
spotify:track:42VsgItocQwOQC3XWZ8JNA,"FE!N (feat. Playboi Carti)","UTOPIA","Travis Scott;Playboi Carti",2023-07-28,191700,85,true,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"rap,rage rap","Cactus Jack/Epic",0.569,0.882,3,-2.777,0,0.06,0.0316,0,0.142,0.201,148.038,4
spotify:track:2LBqCSwhJGcFQeTHMVGwy3,"Die For You","Starboy","The Weeknd",2016-11-24,260253,86,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","The Weeknd/Lyric",0.586,0.525,1,-7.163,0,0.0615,0.111,0,0.134,0.508,133.629,4
spotify:track:6VObnIkLVruX4UVyxWhlqm,"Skyfall","Skyfall","Adele",2012-10-04,286081,86,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"soft pop","XL Recordings/Columbia",0.346,0.552,0,-6.864,0,0.0282,0.417,0,0.114,0.0789,75.881,4
spotify:track:3BJe4B8zGnqEdQPMvfVjuS,"Summertime Sadness","Born To Die - The Paradise Edition","Lana Del Rey",2012-01-01,265427,85,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Polydor Records",0.565,0.654,1,-6.826,0,0.0335,0.0542,0.0000018,0.122,0.235,111.968,4
spotify:track:3ZjMdVOWxQ53FKrmkgCv95,"Psycho Saiyaan (From ""Saaho"")","Psycho Saiyaan (From ""Saaho"")","Sachet Tandon;Dhvani Bhanushali;Tanishk Bagchi",2019-07-08,166461,63,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bhajan,hindi pop,devotional,bollywood,desi pop,desi,gujarati garba","T-Series",0.785,0.722,10,-2.604,0,0.158,0.0363,0.00000424,0.452,0.848,189.857,4
spotify:track:3vCzLB6kS2lGcIpm1OOUsy,"Ishq Hai","Mismatched: Season 3 (Soundtrack from the Netflix Series)","Anurag Saikia;Raj Shekhar;Romy;Amarabha Banerjee;Varun Jain;Madhubanti Bagchi;Mismatched - Cast",2024-12-03,312857,77,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi indie,ghazal,hindi pop,desi,sufi,desi pop,bangla pop,indian indie","Netflix Music",0.312,0.592,0,-6.995,1,0.0463,0.561,0,0.137,0.639,78.684,4
spotify:track:3sqRODOZ1Z6hR4F2tnFAlg,"Sakhiyaan","Sakhiyaan","Maninder Buttar",2018-10-21,179325,66,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"punjabi pop","Ishtar Punjabi",0.706,0.674,9,-5.932,1,0.044,0.3,0,0.202,0.359,83.001,4
spotify:track:0biCSADTAblvLTLtJz4pXO,"Nashe Si Chadh Gayi","Befikre","Vishal-Shekhar;Arijit Singh;Caralisa Monteiro;Jaideep Sahni",2016-12-01,237875,74,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,desi,hindi pop,bangla pop,sufi","YRF Music",0.799,0.784,4,-5.207,0,0.0519,0.11,0.00000284,0.227,0.26,96.953,4
spotify:track:78BWCd70D1X6LMkDZm1UoF,"Millionaire","GLORY","Yo Yo Honey Singh",2024-08-26,199114,74,true,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi hip hop,desi,punjabi pop,hindi pop","T-Series",0.749,0.828,7,-5.609,0,0.142,0.472,0.0000624,0.231,0.398,95.981,4
spotify:track:4fyR24BKznXBLNkK8LwWla,"Dheere Dheere","Dheere Dheere","Yo Yo Honey Singh",2015-08-31,212412,68,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi hip hop,desi,punjabi pop,hindi pop","T-Series",0.73,0.58,0,-7.976,1,0.124,0.0399,0.0000248,0.0703,0.55,167.915,4
