Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:0AuH0V5G69oKW5r1j7iEGl,"Sweetheart","Kedarnath (Original Motion Picture Soundtrack)","Amit Trivedi;Dev Negi",2018-11-27,212195,58,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop,gujarati garba,desi","Zee Music Company",0.768,0.806,8,-6.277,1,0.0517,0.377,0.00000165,0.0787,0.925,123.041,4
spotify:track:1plFCZ6QFAjSRutT02GTCn,"Channa Mereya (From ""Ae Dil Hai Mushkil"")","Channa Mereya (From ""Ae Dil Hai Mushkil"")","Pritam;Arijit Singh",2016-10-26,289333,63,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop,desi,bangla pop","Sony Music Entertainment India Pvt. Ltd.",0.476,0.788,9,-4.821,0,0.0448,0.24,0.0000264,0.106,0.747,90.066,4
spotify:track:79jYT83v4bMOWEgwjQxSx2,"Ae Dil Hai Mushkil Title Track (From ""Ae Dil Hai Mushkil"")","Ae Dil Hai Mushkil Title Track (From ""Ae Dil Hai Mushkil"")","Pritam;Arijit Singh",2016-10-26,269032,70,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop,desi,bangla pop","Sony Music Entertainment India Pvt. Ltd.",0.495,0.654,3,-6.639,0,0.0679,0.713,0,0.165,0.35,123.896,4
spotify:track:0edt0Ar7ewLkMqy0jUtSWm,"Bulleya (From ""Ae Dil Hai Mushkil"")","Bulleya (From ""Ae Dil Hai Mushkil"")","Pritam;Amit Mishra;Shilpa Rao",2016-10-26,348965,53,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop,desi","Sony Music Entertainment India Pvt. Ltd.",0.552,0.769,2,-4.504,0,0.0465,0.497,0,0.112,0.702,86.957,4
spotify:track:0l6g8Z8mqGbGXFOjigYetD,"Hawayein","Jab Harry Met Sejal (Original Motion Picture Soundtrack)","Pritam;Arijit Singh",2017-08-03,290000,74,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop,desi,bangla pop","Sony Music Entertainment India Pvt. Ltd.",0.606,0.601,2,-5.576,1,0.0283,0.796,0.000511,0.127,0.453,125.961,4
spotify:track:6AI3ezQ4o3HUoP6Dhudph3,"Not Like Us","Not Like Us","Kendrick Lamar",2024-05-04,274192,88,true,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"hip hop,west coast hip hop","Kendrick Lamar, under exclusive license to Interscope Records",0.898,0.472,1,-7.001,1,0.0776,0.0107,0,0.141,0.214,101.061,4
spotify:track:0tgVpDi06FyKpA1z0VMD4v,"Perfect","÷ (Deluxe)","Ed Sheeran",2017-03-03,263400,89,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"soft pop","Atlantic Records UK",0.599,0.448,8,-6.312,1,0.0232,0.163,0,0.106,0.168,95.05,3
spotify:track:7qiZfU4dY1lWllzX7mPBI3,"Shape of You","÷ (Deluxe)","Ed Sheeran",2017-03-03,233712,90,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"soft pop","Atlantic Records UK",0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,4
spotify:track:2cPUB8EOT6AfJ8oxhyoNXL,"Ye Tune Kya Kiya","Once Upon Ay Time In Mumbai Dobaara !","Pritam;Javed Bashir;Rajat Arora",2013-07-22,314239,80,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop,desi,sufi,qawwali","T-Series",0.578,0.798,7,-6.01,1,0.0699,0.58,0,0.111,0.728,91.96,4
spotify:track:1SKPmfSYaPsETbRHaiA18G,"Somewhere Only We Know","Hopes And Fears","Keane",2004-05-10,237146,87,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Universal-Island Records Ltd.",0.448,0.665,9,-4.203,1,0.026,0.06,0.0000255,0.0828,0.304,172.004,4
spotify:track:5ivRSlOhVIXN2QMzqgsX0s,"Aaoge Tum Kabhi","Aalas Ka Pedh","The Local Train",2015-09-25,313163,68,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"indian indie,hindi indie","The Local Train",0.534,0.863,0,-4.616,1,0.0356,0.015,0.0167,0.144,0.374,98.035,4
spotify:track:0rlLBWFFTQiOWi963SH9bb,"Choo Lo","Aalas Ka Pedh","The Local Train",2015-09-25,233630,71,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"indian indie,hindi indie","The Local Train",0.512,0.695,4,-6.349,1,0.0271,0.0265,0.00815,0.146,0.351,145.956,4
spotify:track:6q9Xm2jmdQ3Qi91iQpdHH9,"Saree Ke Fall Sa","R...Rajkumar (Original Motion Picture Soundtrack)","Nakash Aziz;Antara Mitra;Pritam;Mayur Puri",2013-11-05,240796,13,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"tollywood,bollywood,desi,hindi pop,telugu pop","Sony Music / Eros Now Music",0.682,0.926,0,-4.257,1,0.191,0.285,0,0.061,0.89,185.884,3
spotify:track:69EoR3Z8jgRODL3AmQs5ZP,"India Waale","Happy New Year","Vishal-Shekhar;Neeti Mohan;Vishal Dadlani;KK;Shankar Mahadevan;Irshad Kamil",2014-09-26,237714,53,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,desi,hindi pop,marathi pop,devotional,bhajan,tamil dance","T-Series",0.72,0.753,4,-5.453,1,0.131,0.0378,0,0.0707,0.619,128.016,4
spotify:track:00Azr5SPH7MCwIKmLWzkF1,"India Waale","Happy New Year","Shankar Mahadevan;Rajiv Sundaresan;Raman;Mahadevan;Keerthi Sagathia;Neeti Mohan",2014-10-10,237891,29,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"marathi pop,bollywood,devotional,bhajan,desi,tamil dance,hindi indie,malayalam pop,mollywood,gujarati pop,hindi pop","T-Series",0.721,0.769,6,-5.646,0,0.0655,0.0241,0.0000125,0.0678,0.682,128.017,4
spotify:track:6mkgbTsWDSgKkM6zF6Az71,"Teri Mitti","Kesari (Original Motion Picture Soundtrack)","B Praak;Manoj Muntashir",2019-03-18,313999,54,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"hindi pop,desi pop,bollywood,bhajan,devotional","Zee Music Company",0.528,0.422,3,-5.414,1,0.0327,0.865,0,0.0763,0.231,80.642,4
spotify:track:6EcDkNazXZtD8hMWAa43J6,"Lehra Do - From ""83""","Lehra Do (From ""83"")","Pritam;Arijit Singh",2021-12-06,217848,52,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop,desi,bangla pop","Zee Music Company",0.509,0.91,2,-6.283,1,0.0727,0.487,0,0.106,0.52,83.974,4
spotify:track:5sUSbJo0brScvv48ZZ1HrQ,"O Meri Laila","Laila Majnu (Original Motion Picture Soundtrack)","Atif Aslam;Jyotica Tangri",2018-10-30,281856,76,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop,desi,sufi,qawwali","Zee Music Company",0.575,0.81,8,-4.8,1,0.0525,0.158,0,0.25,0.751,160.098,3
spotify:track:0mWtcNIAL9jITVHl3F2SQF,"Suraj Hua Maddham","Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack)","Sandesh Shandilya;Sonu Nigam;Alka Yagnik",2001-11-28,427546,62,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,kannada pop,sandalwood,hindi pop,desi,marathi pop","Sony Music Entertainment India Pvt. Ltd.",0.633,0.691,5,-5.851,1,0.0557,0.329,0.000211,0.134,0.57,80.002,4
spotify:track:5qtEWwRUX3GKgpWwDQf9SA,"Woh Din","Chhichhore","Pritam;Arijit Singh",2019-08-31,258036,60,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop,desi,bangla pop","T-Series",0.652,0.681,0,-7.565,1,0.0379,0.503,0.0000082,0.181,0.677,81.489,4
spotify:track:1w6XiTEJCIILDTV2wyP6fT,"Give Me Some Sunshine","3 Idiots (Original Motion Picture Soundtrack)","Suraj Jagan;Sharman Joshi",2009-12-25,247346,59,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop","Zee Music Company",0.668,0.616,0,-7.925,1,0.0582,0.393,0.00000631,0.092,0.566,97.986,4
spotify:track:0AdS4soLdypeFEjJ8Z3kzv,"Ghora 2","Ghora 2","Benny Dhaliwal",2013-10-17,202105,39,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bhangra,punjabi pop","Revere Records",0.665,0.866,6,-4.827,1,0.116,0.34,0,0.264,0.657,92.586,4
spotify:track:3H43T5swYywvcdCBFiDgW6,"Manwa Laage","Happy New Year","Vishal-Shekhar;Shreya Ghoshal;Arijit Singh;Irshad Kamil",2014-09-26,272082,69,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,desi,hindi pop,kannada pop,marathi pop,bangla pop","T-Series",0.676,0.671,0,-6.271,1,0.0526,0.568,0,0.0885,0.572,81.046,4
spotify:track:4nc6XiUze2Yh7wFueGOPv7,"Chaleya (From ""Jawan"")","Chaleya (From ""Jawan"")","Anirudh Ravichander;Arijit Singh;Shilpa Rao;Kumaar",2023-08-14,200373,70,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop,hindi pop,bollywood,desi,bangla pop","T-Series",0.575,0.845,0,-5.28,1,0.0852,0.393,0.0107,0.131,0.439,95.047,4
spotify:track:3YZUdbRzjjSn4i8ADgCObA,"Right Round (feat. Ke$ha)","Right Round (feat. Ke$ha)","Flo Rida;Kesha",2009-03-20,206840,48,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Atlantic Records",0.716,0.728,7,-5.202,1,0.06,0.0116,0,0.266,0.772,124.976,4
spotify:track:4LcpHXVFU5IfXB4AZHHoVx,"A Flying Jatt - Title Track","A Flying Jatt (Original Motion Picture Soundtrack)","Tanishkaa;Raftaar;Mansheel Gujral",2016-08-04,276732,52,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"desi hip hop,hindi hip hop,desi pop,hindi pop,bollywood","Zee Music Company",0.838,0.809,3,-5.135,0,0.0605,0.0559,0,0.844,0.841,120.012,4
spotify:track:2plbrEY59IikOBgBGLjaoe,"Die With A Smile","Die With A Smile","Lady Gaga;Bruno Mars",2024-08-16,251667,91,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"art pop,pop","Interscope",0.521,0.592,6,-7.777,0,0.0304,0.308,0,0.122,0.535,157.969,3
spotify:track:5H0Yfo3acNXU278LqN47pA,"Happy B'Day","ABCD 2 (Original Motion Picture Soundtrack)","D Soldierz;Varun Dhawan;Jigar Saraiya;Sachin Sanghvi;Mayur Puri",2018-08-24,185133,39,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop,desi,gujarati pop","Zee Music Company",0.723,0.8,10,-7.022,0,0.265,0.0276,0,0.189,0.694,74.901,4
spotify:track:1KhlcCp77jAl63rm6l65ua,"Naach Meri Jaan","ABCD 2 (Original Motion Picture Soundtrack)","Benny Dayal;Shalmali Kholgade;Siddharth Basrur;Remee;Mayur Puri",2018-08-24,244089,36,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,desi,hindi pop","Zee Music Company",0.744,0.85,9,-5.47,0,0.0493,0.162,0.000164,0.196,0.663,128.043,4
spotify:track:6f7zyAEUCZuvX4Zty62Z5o,"Radha","Student of the Year (Original Motion Picture Soundtrack)","Vishal-Shekhar;Shreya Ghoshal;Udit Narayan;Vishal Dadlani;Shekhar Ravjiani",2012-08-31,341360,64,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,desi,hindi pop,kannada pop,marathi pop,bangla pop","Sony Music Entertainment India Pvt. Ltd.",0.804,0.748,1,-14.163,0,0.0616,0.11,0,0.0998,0.699,131.989,4
spotify:track:1hQia6rxgfM1ly2hE3StWp,"Ishq Wala Love","Student of the Year (Original Motion Picture Soundtrack)","Vishal-Shekhar;Shekhar Ravjiani;Salim Merchant;Neeti Mohan",2012-08-31,257972,74,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,desi,hindi pop,sufi","Sony Music Entertainment India Pvt. Ltd.",0.711,0.295,0,-12.377,0,0.0334,0.534,0.0000451,0.0782,0.694,135.041,4
spotify:track:24wb8Da2xkll8xZTjz0P6J,"Ratta Maar","Student of the Year (Original Motion Picture Soundtrack)","Vishal-Shekhar;Shefali Alvares;Vishal Dadlani",2012-08-31,210880,49,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,desi,hindi pop","Sony Music Entertainment India Pvt. Ltd.",0.741,0.711,2,-8.402,1,0.0407,0.165,0,0.0446,0.677,124.987,4
spotify:track:0pWcUM0z72DhTW7j0fa0QM,"Besabriyaan","M.S.Dhoni - The Untold Story","Armaan Malik;Amaal Mallik;Manoj Muntashir",2016-09-17,255738,61,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop,kannada pop,tollywood,desi,bhajan,devotional","T-Series",0.338,0.459,2,-8.827,1,0.027,0.533,0.0000133,0.22,0.32,81.203,4
spotify:track:35RWttZt8zGGzT0mWtlXpn,"Jab Tak","M.S.Dhoni - The Untold Story","Armaan Malik;Amaal Mallik;Manoj Muntashir",2016-09-17,174039,63,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop,kannada pop,tollywood,desi,bhajan,devotional","T-Series",0.299,0.447,3,-7.862,0,0.0383,0.858,0.000314,0.097,0.321,121.723,4
spotify:track:6shPaz0rzOAGatiY6X6zLQ,"Ek Zindagi (From ""Angrezi Medium"")","Ek Zindagi (From ""Angrezi Medium"")","Taniskaa Sanghvi;Sachin-Jigar",2020-02-20,170088,64,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"gujarati pop,gujarati garba,bollywood,hindi pop,desi","T-Series",0.688,0.609,0,-7.096,0,0.0495,0.0706,0,0.157,0.627,110.027,4
spotify:track:6VbmeIWTbNHM5uqoW7GTE4,"Sheila Ki Jawani","Tees Maar Khan","Vishal-Shekhar;Sunidhi Chauhan;Vishal Dadlani",2010-11-15,281707,71,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,desi,hindi pop","T-Series",0.803,0.859,6,-4.405,0,0.185,0.305,0.0000618,0.553,0.631,101.007,4
spotify:track:1NtUkEglWHG26BOqj3rPhQ,"Chikni Chameli","Chikni Chameli","Ajay-Atul;Shreya Ghoshal",2011-12-16,303413,67,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"marathi pop,bollywood,hindi pop,desi,kannada pop,bangla pop","Sony Music Entertainment India Pvt. Ltd.",0.693,0.955,1,-4.997,0,0.069,0.286,0,0.195,0.688,90.005,4
spotify:track:6c4Po8zyQjB4cR5XgLhcGb,"9:45","9:45","Prabh Singh;Jay Trak;Rooh Sandhu",2023-03-10,117606,69,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"punjabi hip hop,punjabi pop,bhangra,desi","Prabh Singh Official",0.796,0.455,1,-7.763,0,0.0997,0.637,0.00000359,0.156,0.352,99.958,4
spotify:track:1y1rQTkWmrZdJmjwuK07GC,"Kaise Hua (From ""Kabir Singh"")","Kaise Hua (From ""Kabir Singh"")","Vishal Mishra;Manoj Muntashir",2019-06-13,234722,76,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop,bhajan,devotional","T-Series",0.385,0.464,2,-6.975,1,0.0404,0.452,0,0.109,0.15,137.839,4
spotify:track:3HFjh7QljnUCBLsoTwMuTj,"Kya Mujhe Pyar Hai","Woh Lamhe","Pritam;KK;Neelesh Misra",2006-08-17,266653,73,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop,desi","T-Series",0.644,0.818,6,-5.924,0,0.0549,0.431,0.0000262,0.0806,0.789,118.477,4
spotify:track:4thOONDx78zsY8sHGfU1M2,"You and Me","Leo","Shubh",2024-01-05,172066,66,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"punjabi hip hop,punjabi pop,desi hip hop,hindi hip hop,desi","SHUBH",0.695,0.786,8,-6.223,0,0.037,0.109,0.0122,0.186,0.408,102.022,4
spotify:track:6EivvaEepVTjmDde43eGiB,"Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"")","Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"")","Pritam;Arijit Singh;Shreya Ghoshal;Shadab Faridi;Altamash Faridi;Amitabh Bhattacharya",2023-07-18,246988,71,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop,desi,bangla pop,kannada pop,marathi pop,sufi","Saregama India Ltd",0.468,0.658,2,-7.6,1,0.0668,0.81,0.0333,0.12,0.534,87.607,4
spotify:track:5KkCsYIgMK5H7Ih31Dnd2Q,"Mirchi","Mirchi","DIVINE;MC Altaf;Stylo G;Phenom",2020-10-16,192923,53,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"hindi hip hop,desi hip hop,punjabi hip hop,punjabi pop,dancehall,soca,witch house","Universal Music India Pvt Ltd.",0.871,0.608,6,-5.486,1,0.4,0.142,0,0.0876,0.818,129.784,4
spotify:track:41UQTit03jSLz0DoUZ3Eux,"Aarmabh Hai Prachand X Polozehnie","Aarmabh Hai Prachand X Polozehnie","Shrylox",2022-06-27,201562,58,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Shrylox",0.645,0.53,1,-9.573,0,0.0803,0.536,0.0006,0.0946,0.315,106.216,4
spotify:track:1OPLF48hCfqeEjlFP3e8xX,"Time of Our Lives","Time of Our Lives","Chawki",2014-05-21,223861,55,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"moroccan pop","RedOne Records",0.559,0.878,11,-5.724,0,0.0456,0.054,0,0.0936,0.615,128.033,4
spotify:track:3s6ltUrI93LBKU8taezsLn,"Magic in the Air (feat. Ahmed Chawki)","Africainement vôtre","Magic System;Chawki",2014-05-16,233693,70,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"coupé décalé,afro house,moroccan pop","Parlophone (France)",0.621,0.907,2,-3.923,1,0.0474,0.091,0,0.067,0.884,128.056,4
spotify:track:7unLxuzKpxbjASww1qi4br,"Maharani","Maharani","Karun;Lambo Drive;Arpit Bala;GHILDIYAL",2021-12-16,389576,61,true,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"desi hip hop,hindi hip hop,hindi indie,indian indie","TEESRI DUNIYA",0.769,0.648,10,-6.658,1,0.135,0.619,0,0.154,0.49,100.015,4
spotify:track:3f8t2LZGYtdNQh8SNEiZcG,"Amplifier","Unforgettable","Imran Khan",2009-07-27,232906,70,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bhangra,desi,desi hip hop,punjabi pop,punjabi hip hop","Prestige Records",0.725,0.712,2,-4.494,1,0.0877,0.0209,0,0.153,0.603,164.022,4
spotify:track:2sHHVNvfUlegjyhJpRzJjX,"Bewafa","Unforgettable","Imran Khan",2009-07-27,224853,67,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bhangra,desi,desi hip hop,punjabi pop,punjabi hip hop","Prestige Records",0.705,0.566,4,-4.736,0,0.0299,0.597,0,0.133,0.0737,94.033,4
spotify:track:5BKKKNwrebowaMoUdBaNby,"Tu Aake Dekhle","The Carnival","King",2020-09-21,270000,71,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"desi hip hop,hindi hip hop,desi pop,hindi pop,hindi indie","Warner Music India",0.77,0.838,11,-4.022,1,0.108,0.518,0.00398,0.145,0.187,96.016,4
spotify:track:7cvByqy8euqE4DYLO6b3EU,"Naach Meri Jaan","Tubelight (Original Motion Picture Soundtrack)","Pritam;Kamaal Khan;Nakash Aziz;Dev Negi;TUSHAR JOSHI",2017-06-22,287272,52,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop,desi,tollywood,telugu pop,gujarati garba,desi pop","Sony Music Entertainment India Pvt. Ltd.",0.627,0.939,4,-3.041,1,0.179,0.415,0.00000167,0.182,0.92,198.106,3
spotify:track:5qaEfEh1AtSdrdrByCP7qR,"Demons","Night Visions","Imagine Dragons",2012-09-04,177506,84,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"","Kid Ina Korner / Interscope",0.5,0.71,3,-3.015,1,0.0339,0.19,0.00025,0.269,0.419,89.929,4
spotify:track:1v7L65Lzy0j0vdpRjJewt1,"Lose Yourself","Just Lose It","Eminem",2004-01-01,322226,82,true,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"rap,hip hop","Eminem Catalog PS",0.686,0.735,2,-4.616,1,0.264,0.00921,0.00066,0.342,0.0596,171.355,4
spotify:track:4xkOaSrkexMciUUogZKVTS,"Till I Collapse","The Eminem Show","Eminem;Nate Dogg",2002-05-26,297786,86,true,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"rap,hip hop,g-funk,west coast hip hop,old school hip hop","Eminem Catalog PS",0.548,0.847,1,-3.237,1,0.186,0.0622,0,0.0816,0.1,171.447,4
spotify:track:7F8RNvTQlvbeBLeenycvN6,"Kun Faya Kun","Rockstar","A.R. Rahman;Javed Ali;Mohit Chauhan",2011-10-01,470500,73,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"tamil pop,kollywood,bollywood,sufi,hindi pop,qawwali,desi,desi pop","T-Series",0.362,0.378,1,-11.008,1,0.0329,0.679,0,0.091,0.575,87.549,4
spotify:track:5OMUXgfXsSukZ0zxelpC3b,"Raanjhanaa (From ""Raanjhanaa"")","Raanjhanaa (Original Motion Picture Soundtrack)","A.R. Rahman;Jaswinder Singh;Shiraz Uppal",2013-05-31,254100,77,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"tamil pop,kollywood,bollywood,sufi,hindi pop,qawwali","Sony Music Entertainment India Pvt. Ltd.",0.673,0.714,9,-8.042,1,0.039,0.111,0,0.0858,0.78,112.941,4
spotify:track:3XyFQxpSlGowWpZkIn3ISA,"One Two Three Four (Get On The Dance Floor)","Chennai Express","Vishal-Shekhar;Vishal Dadlani;Hamsika Iyer",2013-07-03,228323,68,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,desi,hindi pop","T-Series",0.721,0.867,6,-5.429,0,0.225,0.0885,0.000119,0.0372,0.87,170.091,4
spotify:track:0joXv5niso2T8YXWOlIe1X,"Titli","Chennai Express","Vishal-Shekhar;Chinmayi;Gopi Sundar",2013-07-03,350617,66,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,desi,hindi pop,tamil pop,marathi pop,kollywood,tollywood,telugu pop,mollywood,malayalam pop","T-Series",0.679,0.421,7,-9.13,0,0.0344,0.685,0.00000681,0.244,0.65,81.012,4
spotify:track:4ymPEyiXabTe1NO8q8EFxG,"Chogada (From ""Loveyatri"")","Chogada (From ""Loveyatri"")","Darshan Raval;Asees Kaur;Lijo George-Dj Chetas",2018-08-14,249741,64,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"gujarati garba,hindi pop,gujarati pop,bollywood,desi pop,desi","T-Series",0.359,0.972,7,-3.452,1,0.109,0.136,0.00000252,0.14,0.595,62.914,4
spotify:track:5MnAi6ZF7cE8pAz7wYr9Ta,"Dil Diyan Gallan","Tiger Zinda Hai","Vishal-Shekhar;Atif Aslam;Irshad Kamil",2017-12-12,260536,67,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,desi,hindi pop,sufi,qawwali","YRF Music",0.716,0.64,2,-8.726,1,0.025,0.565,0.00139,0.127,0.485,105.012,4
spotify:track:4S1VYqwfkLit9mKVY3MXoo,"Forever Young","Forever Young","Alphaville",1984,226706,85,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"synthpop","WM Germany",0.489,0.482,9,-9.466,0,0.0275,0.417,0.00227,0.235,0.33,136.803,4
spotify:track:7o65z7yxlOfbAiDxq9WZBy,"Ud-daa Punjab","Udta Punjab (Original Motion Picture Soundtrack)","Amit Trivedi;Vishal Dadlani",2016-05-18,274701,65,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop,gujarati garba,desi","Zee Music Company",0.909,0.906,1,-3.7,1,0.206,0.0903,0.0000117,0.287,0.613,122.008,4
spotify:track:1dFrZr9eMUsFqeag04ClqD,"Russian Bandana","Russian Bandana","Dhanda Nyoliwala",2024-09-12,197142,77,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"haryanvi pop,desi hip hop,punjabi hip hop,hindi hip hop","Universal Music India Pvt Ltd.",0.775,0.615,1,-5.682,0,0.368,0.304,0,0.0595,0.918,84.07,4
spotify:track:7yDHHVKLbvDmVw1XXhDDIO,"Pehle Bhi Main","ANIMAL","Vishal Mishra;Raj Shekhar",2023-11-24,250158,73,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,hindi pop,desi","T-Series",0.413,0.406,10,-10.23,0,0.0353,0.768,0.00000222,0.107,0.281,76.944,4
spotify:track:3yHyiUDJdz02FZ6jfUbsmY,"Satranga (From ""ANIMAL"")","Satranga (From ""ANIMAL"")","Arijit Singh;Shreyas Puranik;Siddharth - Garima",2023-10-27,271169,77,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"hindi pop,bollywood,desi,bangla pop,sufi,gujarati garba","T-Series",0.273,0.405,0,-5.81,1,0.0298,0.735,0,0.189,0.534,89.48,3
spotify:track:0XwRlvv3KlOu4HWlOH34XG,"Lover","MoonChild Era","Diljit Dosanjh",2021-08-22,190000,72,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bhangra,punjabi pop,punjabi hip hop,desi,bollywood","Diljit Dosanjh",0.827,0.587,9,-5.531,0,0.113,0.203,0,0.0727,0.774,119.936,4
spotify:track:251PNRmJU9KcUnFQAB5t6I,"Kal Ho Naa Ho","Kal Ho Naa Ho (Original Motion Picture Soundtrack)","Shankar-Ehsaan-Loy;Sonu Nigam",2003-09-20,321240,67,false,31d6qlakaopgb45appcbvby3loqa,2025-05-29T13:43:26Z,"bollywood,sufi,desi,hindi pop,kannada pop,sandalwood,marathi pop","Sony Music Entertainment India Pvt. Ltd.",0.532,0.529,0,-8.402,1,0.0352,0.334,0.000144,0.078,0.295,81.989,4
